date,g,f,m,i,p,ticker
12/29/2016,0.502,0.976,0.78,0.566,58.058,PAYX
12/30/2016,0.502,0.976,0.778,0.566,57.5663,PAYX
1/2/2017,0.502,0.976,0.778,0.566,57.5663,PAYX
1/3/2017,0.502,0.976,0.778,0.566,57.7365,PAYX
1/4/2017,0.496,0.978,0.78,0.564,57.954,PAYX
1/5/2017,0.5,0.978,0.776,0.566,57.538,PAYX
1/6/2017,0.5,0.978,0.774,0.568,57.9351,PAYX
1/9/2017,0.498,0.976,0.778,0.566,57.6987,PAYX
1/10/2017,0.486,0.976,0.778,0.562,57.5001,PAYX
1/11/2017,0.482,0.976,0.774,0.562,57.8216,PAYX
1/12/2017,0.484,0.976,0.778,0.56,58.0013,PAYX
1/13/2017,0.484,0.976,0.782,0.56,58.1242,PAYX
1/16/2017,0.482,0.976,0.782,0.558,58.1242,PAYX
1/17/2017,0.48,0.976,0.784,0.558,57.538,PAYX
1/18/2017,0.48,0.976,0.776,0.56,57.7176,PAYX
1/19/2017,0.48,0.976,0.776,0.56,57.5852,PAYX
1/20/2017,0.474,0.976,0.778,0.558,58.1242,PAYX
1/23/2017,0.476,0.976,0.784,0.556,57.7838,PAYX
1/24/2017,0.476,0.976,0.78,0.558,58.5024,PAYX
1/25/2017,0.472,0.976,0.782,0.556,58.266,PAYX
1/26/2017,0.474,0.976,0.776,0.558,58.1053,PAYX
1/27/2017,0.476,0.976,0.778,0.558,57.8405,PAYX
1/30/2017,0.472,0.972,0.776,0.556,57.9358,PAYX
1/31/2017,0.47,0.972,0.776,0.556,57.4404,PAYX
2/1/2017,0.472,0.974,0.768,0.56,55.754,PAYX
2/2/2017,0.474,0.972,0.748,0.566,55.7826,PAYX
2/3/2017,0.47,0.974,0.744,0.566,55.23,PAYX
2/6/2017,0.464,0.972,0.732,0.568,54.8966,PAYX
2/7/2017,0.46,0.974,0.722,0.57,54.8489,PAYX
2/8/2017,0.462,0.974,0.722,0.572,54.9252,PAYX
2/9/2017,0.458,0.974,0.718,0.572,55.7255,PAYX
2/10/2017,0.46,0.974,0.724,0.57,55.6969,PAYX
2/13/2017,0.46,0.978,0.716,0.574,56.2495,PAYX
2/14/2017,0.462,0.978,0.724,0.572,56.4686,PAYX
2/15/2017,0.462,0.978,0.73,0.57,56.5734,PAYX
2/16/2017,0.462,0.978,0.73,0.57,56.6782,PAYX
2/17/2017,0.462,0.98,0.734,0.57,56.3352,PAYX
2/20/2017,0.458,0.978,0.73,0.57,56.3352,PAYX
2/21/2017,0.46,0.978,0.728,0.57,56.3066,PAYX
2/22/2017,0.458,0.98,0.724,0.572,56.783,PAYX
2/23/2017,0.456,0.98,0.734,0.568,57.5547,PAYX
2/24/2017,0.458,0.98,0.746,0.564,58.8885,PAYX
2/27/2017,0.46,0.98,0.754,0.562,58.6218,PAYX
2/28/2017,0.456,0.978,0.748,0.562,58.517,PAYX
3/1/2017,0.456,0.978,0.752,0.562,59.8413,PAYX
3/2/2017,0.458,0.978,0.754,0.56,59.4125,PAYX
3/3/2017,0.456,0.978,0.754,0.56,59.5459,PAYX
3/6/2017,0.456,0.978,0.762,0.558,59.4602,PAYX
3/7/2017,0.454,0.978,0.768,0.556,59.222,PAYX
3/8/2017,0.452,0.978,0.764,0.556,59.3744,PAYX
3/9/2017,0.452,0.978,0.776,0.552,59.1839,PAYX
3/10/2017,0.452,0.978,0.772,0.552,59.4316,PAYX
3/13/2017,0.452,0.978,0.768,0.554,59.6031,PAYX
3/14/2017,0.45,0.978,0.772,0.552,59.3649,PAYX
3/15/2017,0.45,0.978,0.776,0.552,59.8889,PAYX
3/16/2017,0.45,0.978,0.77,0.552,59.6698,PAYX
3/17/2017,0.45,0.978,0.77,0.552,59.8699,PAYX
3/20/2017,0.452,0.978,0.772,0.552,59.3649,PAYX
3/21/2017,0.45,0.978,0.766,0.554,58.7552,PAYX
3/22/2017,0.452,0.978,0.768,0.554,59.0696,PAYX
3/23/2017,0.446,0.978,0.77,0.552,58.6122,PAYX
3/24/2017,0.446,0.978,0.768,0.552,58.7075,PAYX
3/27/2017,0.448,0.978,0.764,0.554,58.012,PAYX
3/28/2017,0.444,0.978,0.754,0.556,57.7167,PAYX
3/29/2017,0.444,0.978,0.75,0.558,56.2685,PAYX
3/30/2017,0.448,0.976,0.736,0.564,56.3352,PAYX
3/31/2017,0.45,0.976,0.734,0.564,56.1161,PAYX
4/3/2017,0.454,0.976,0.726,0.568,55.6778,PAYX
4/4/2017,0.448,0.976,0.726,0.566,55.3158,PAYX
4/5/2017,0.45,0.976,0.712,0.57,55.5444,PAYX
4/6/2017,0.508,0.974,0.788,0.564,55.4015,PAYX
4/7/2017,0.512,0.974,0.784,0.566,55.4396,PAYX
4/10/2017,0.514,0.974,0.786,0.568,55.4873,PAYX
4/11/2017,0.514,0.972,0.786,0.566,55.9446,PAYX
4/12/2017,0.512,0.974,0.792,0.564,55.6874,PAYX
4/13/2017,0.512,0.974,0.792,0.564,55.1538,PAYX
4/14/2017,0.51,0.972,0.788,0.566,55.1538,PAYX
4/17/2017,0.51,0.972,0.788,0.566,55.3158,PAYX
4/18/2017,0.508,0.974,0.784,0.566,55.4682,PAYX
4/19/2017,0.508,0.972,0.786,0.564,55.3348,PAYX
4/20/2017,0.51,0.972,0.788,0.564,55.8779,PAYX
4/21/2017,0.51,0.972,0.796,0.562,56.3447,PAYX
4/24/2017,0.506,0.972,0.806,0.558,56.6115,PAYX
4/25/2017,0.512,0.972,0.804,0.56,56.7354,PAYX
4/26/2017,0.508,0.972,0.8,0.56,56.8783,PAYX
4/27/2017,0.51,0.972,0.806,0.558,57.0117,PAYX
4/28/2017,0.51,0.972,0.802,0.56,56.4781,PAYX
5/1/2017,0.51,0.972,0.79,0.564,56.3638,PAYX
5/2/2017,0.504,0.972,0.788,0.562,56.4495,PAYX
5/3/2017,0.504,0.972,0.786,0.564,55.1633,PAYX
5/4/2017,0.5,0.972,0.774,0.566,55.9065,PAYX
5/5/2017,0.502,0.974,0.784,0.564,56.0875,PAYX
5/8/2017,0.5,0.972,0.784,0.564,55.7514,PAYX
5/9/2017,0.5,0.972,0.776,0.566,55.713,PAYX
5/10/2017,0.504,0.974,0.776,0.568,55.2521,PAYX
5/11/2017,0.502,0.974,0.774,0.568,54.916,PAYX
5/12/2017,0.502,0.974,0.772,0.568,54.8584,PAYX
5/15/2017,0.5,0.974,0.776,0.566,55.3193,PAYX
5/16/2017,0.496,0.974,0.774,0.566,54.8872,PAYX
5/17/2017,0.496,0.976,0.758,0.57,54.676,PAYX
5/18/2017,0.496,0.976,0.768,0.568,55.1465,PAYX
5/19/2017,0.498,0.976,0.782,0.564,55.2233,PAYX
5/22/2017,0.496,0.976,0.78,0.564,55.521,PAYX
5/23/2017,0.498,0.976,0.776,0.566,55.7418,PAYX
5/24/2017,0.498,0.976,0.78,0.564,56.0779,PAYX
5/25/2017,0.496,0.974,0.784,0.562,56.7597,PAYX
5/26/2017,0.502,0.974,0.792,0.562,56.9229,PAYX
5/29/2017,0.5,0.974,0.794,0.56,56.9229,PAYX
5/30/2017,0.498,0.974,0.794,0.558,56.7597,PAYX
5/31/2017,0.5,0.974,0.792,0.56,56.8749,PAYX
6/1/2017,0.5,0.974,0.79,0.56,57.2974,PAYX
6/2/2017,0.508,0.972,0.806,0.558,56.9133,PAYX
6/5/2017,0.508,0.972,0.794,0.562,57.2302,PAYX
6/6/2017,0.508,0.972,0.804,0.56,56.7117,PAYX
6/7/2017,0.508,0.972,0.798,0.56,56.9517,PAYX
6/8/2017,0.504,0.972,0.8,0.56,56.5676,PAYX
6/9/2017,0.502,0.972,0.792,0.56,56.2315,PAYX
6/12/2017,0.5,0.972,0.79,0.56,57.2686,PAYX
6/13/2017,0.498,0.972,0.802,0.556,58.104,PAYX
6/14/2017,0.494,0.972,0.812,0.552,57.7007,PAYX
6/15/2017,0.494,0.972,0.804,0.554,58.3153,PAYX
6/16/2017,0.494,0.972,0.816,0.55,58.6706,PAYX
6/19/2017,0.496,0.974,0.816,0.552,58.6994,PAYX
6/20/2017,0.496,0.972,0.808,0.554,57.6239,PAYX
6/21/2017,0.512,0.972,0.794,0.564,57.5471,PAYX
6/22/2017,0.512,0.972,0.794,0.564,57.0381,PAYX
6/23/2017,0.514,0.972,0.788,0.566,56.8845,PAYX
6/26/2017,0.512,0.972,0.782,0.568,56.8845,PAYX
6/27/2017,0.512,0.972,0.784,0.566,56.2892,PAYX
6/28/2017,0.512,0.972,0.784,0.566,55.3577,PAYX
6/29/2017,0.476,0.972,0.784,0.554,54.4359,PAYX
6/30/2017,0.476,0.972,0.78,0.556,54.676,PAYX
12/22/2014,0.96,0.136,0.964,0.376,84.14,WDAY
12/23/2014,0.96,0.136,0.964,0.376,84.86,WDAY
12/24/2014,0.96,0.136,0.964,0.376,84.28,WDAY
12/25/2014,0.96,0.136,0.964,0.376,84.28,WDAY
12/26/2014,0.96,0.136,0.964,0.376,84.96,WDAY
12/29/2014,0.96,0.136,0.964,0.376,83.69,WDAY
12/30/2014,0.96,0.136,0.964,0.378,83.07,WDAY
12/31/2014,0.96,0.136,0.964,0.376,81.61,WDAY
1/1/2015,0.96,0.136,0.964,0.376,81.61,WDAY
1/2/2015,0.96,0.136,0.964,0.376,80.41,WDAY
1/5/2015,0.96,0.136,0.964,0.376,80.01,WDAY
1/6/2015,0.96,0.136,0.964,0.378,79.42,WDAY
1/7/2015,0.958,0.138,0.964,0.378,79.35,WDAY
1/8/2015,0.958,0.138,0.964,0.378,82.78,WDAY
1/9/2015,0.958,0.136,0.964,0.378,82.6,WDAY
1/12/2015,0.952,0.154,0.964,0.38,83.49,WDAY
1/13/2015,0.952,0.154,0.964,0.38,83.85,WDAY
1/14/2015,0.95,0.158,0.964,0.382,81.01,WDAY
1/15/2015,0.95,0.158,0.964,0.382,78.06,WDAY
1/16/2015,0.95,0.158,0.964,0.382,78.4,WDAY
1/19/2015,0.95,0.156,0.964,0.382,78.4,WDAY
1/20/2015,0.95,0.156,0.964,0.38,78.32,WDAY
1/21/2015,0.95,0.158,0.964,0.382,80.39,WDAY
1/22/2015,0.95,0.158,0.964,0.382,81.4,WDAY
1/23/2015,0.95,0.158,0.964,0.382,83.2,WDAY
1/26/2015,0.948,0.158,0.964,0.38,82.78,WDAY
1/27/2015,0.946,0.156,0.962,0.38,80.63,WDAY
1/28/2015,0.946,0.156,0.962,0.38,78.66,WDAY
1/29/2015,0.948,0.156,0.962,0.38,79.17,WDAY
1/30/2015,0.946,0.156,0.962,0.38,79.46,WDAY
2/2/2015,0.946,0.156,0.96,0.38,81.39,WDAY
2/3/2015,0.946,0.156,0.96,0.38,84.74,WDAY
2/4/2015,0.946,0.154,0.962,0.38,84.92,WDAY
2/5/2015,0.948,0.156,0.962,0.38,87.63,WDAY
2/6/2015,0.946,0.156,0.962,0.38,86.43,WDAY
2/9/2015,0.952,0.152,0.966,0.38,86.09,WDAY
2/10/2015,0.952,0.152,0.964,0.38,86.14,WDAY
2/11/2015,0.952,0.154,0.964,0.38,88.87,WDAY
2/12/2015,0.956,0.154,0.964,0.382,91.17,WDAY
2/13/2015,0.954,0.152,0.962,0.382,91.84,WDAY
2/16/2015,0.956,0.152,0.962,0.382,91.84,WDAY
2/17/2015,0.956,0.154,0.962,0.382,90.92,WDAY
2/18/2015,0.956,0.156,0.962,0.384,91.3,WDAY
2/19/2015,0.952,0.16,0.962,0.384,91.87,WDAY
2/20/2015,0.956,0.156,0.962,0.384,92.74,WDAY
2/23/2015,0.956,0.156,0.962,0.384,91.99,WDAY
2/24/2015,0.956,0.154,0.962,0.382,93.03,WDAY
2/25/2015,0.956,0.158,0.96,0.384,93.94,WDAY
2/26/2015,0.956,0.158,0.96,0.384,88.65,WDAY
2/27/2015,0.962,0.17,0.96,0.39,85.5,WDAY
3/2/2015,0.964,0.17,0.96,0.392,88.81,WDAY
3/3/2015,0.964,0.17,0.96,0.39,88.12,WDAY
3/4/2015,0.964,0.166,0.96,0.39,82.64,WDAY
3/5/2015,0.964,0.166,0.96,0.39,84.21,WDAY
3/6/2015,0.964,0.168,0.96,0.39,82.61,WDAY
3/9/2015,0.962,0.168,0.96,0.39,83.03,WDAY
3/10/2015,0.964,0.168,0.96,0.39,81.29,WDAY
3/11/2015,0.964,0.168,0.96,0.39,82.33,WDAY
3/12/2015,0.964,0.168,0.96,0.39,83.17,WDAY
3/13/2015,0.964,0.168,0.96,0.39,82.56,WDAY
3/16/2015,0.96,0.174,0.96,0.392,83.87,WDAY
3/17/2015,0.96,0.174,0.96,0.392,83.4,WDAY
3/18/2015,0.96,0.174,0.96,0.392,84.89,WDAY
3/19/2015,0.96,0.174,0.96,0.392,85.35,WDAY
3/20/2015,0.96,0.17,0.96,0.39,84.91,WDAY
3/23/2015,0.96,0.17,0.96,0.39,85.22,WDAY
3/24/2015,0.96,0.168,0.96,0.39,86.49,WDAY
3/25/2015,0.962,0.17,0.96,0.39,83.26,WDAY
3/26/2015,0.96,0.17,0.96,0.39,83.98,WDAY
3/27/2015,0.96,0.172,0.96,0.39,85.06,WDAY
3/30/2015,0.96,0.168,0.96,0.39,86.14,WDAY
3/31/2015,0.96,0.168,0.96,0.39,84.41,WDAY
4/1/2015,0.96,0.168,0.96,0.39,83.41,WDAY
4/2/2015,0.96,0.168,0.96,0.39,86.23,WDAY
4/3/2015,0.96,0.166,0.96,0.39,86.23,WDAY
4/6/2015,0.966,0.132,0.972,0.376,88.5,WDAY
4/7/2015,0.966,0.13,0.972,0.374,87.48,WDAY
4/8/2015,0.966,0.13,0.972,0.374,88.0,WDAY
4/9/2015,0.966,0.13,0.972,0.376,87.69,WDAY
4/10/2015,0.966,0.132,0.972,0.376,88.7,WDAY
4/13/2015,0.966,0.13,0.972,0.376,87.27,WDAY
4/14/2015,0.966,0.132,0.972,0.376,86.38,WDAY
4/15/2015,0.968,0.134,0.97,0.378,88.18,WDAY
4/16/2015,0.968,0.134,0.97,0.378,89.72,WDAY
4/17/2015,0.97,0.134,0.97,0.378,84.37,WDAY
4/20/2015,0.97,0.132,0.968,0.378,86.11,WDAY
4/21/2015,0.968,0.134,0.97,0.378,86.02,WDAY
4/22/2015,0.968,0.132,0.97,0.378,87.59,WDAY
4/23/2015,0.968,0.134,0.97,0.378,87.9,WDAY
4/24/2015,0.968,0.136,0.968,0.378,88.53,WDAY
4/27/2015,0.966,0.136,0.97,0.378,87.77,WDAY
4/28/2015,0.966,0.134,0.97,0.378,86.64,WDAY
4/29/2015,0.966,0.136,0.97,0.378,90.22,WDAY
4/30/2015,0.968,0.136,0.97,0.378,91.21,WDAY
5/1/2015,0.968,0.136,0.97,0.378,89.5,WDAY
5/4/2015,0.968,0.136,0.97,0.378,90.74,WDAY
5/5/2015,0.968,0.134,0.968,0.378,90.07,WDAY
5/6/2015,0.97,0.134,0.97,0.378,90.48,WDAY
5/7/2015,0.968,0.252,0.966,0.418,89.68,WDAY
5/8/2015,0.968,0.254,0.966,0.418,89.51,WDAY
5/11/2015,0.966,0.254,0.966,0.418,90.26,WDAY
5/12/2015,0.966,0.256,0.966,0.418,88.41,WDAY
5/13/2015,0.966,0.258,0.966,0.42,89.19,WDAY
5/14/2015,0.962,0.258,0.966,0.418,90.85,WDAY
5/15/2015,0.962,0.258,0.966,0.418,90.08,WDAY
5/18/2015,0.964,0.258,0.962,0.42,91.9,WDAY
5/19/2015,0.964,0.266,0.964,0.422,90.65,WDAY
5/20/2015,0.964,0.268,0.964,0.422,90.43,WDAY
5/21/2015,0.964,0.268,0.964,0.424,91.82,WDAY
5/22/2015,0.964,0.262,0.964,0.42,92.18,WDAY
5/25/2015,0.964,0.258,0.964,0.42,92.18,WDAY
5/26/2015,0.964,0.258,0.964,0.42,92.49,WDAY
5/27/2015,0.964,0.258,0.964,0.42,82.0,WDAY
5/28/2015,0.978,0.274,0.964,0.43,80.14,WDAY
5/29/2015,0.978,0.272,0.968,0.426,78.92,WDAY
6/1/2015,0.978,0.274,0.968,0.428,79.09,WDAY
6/2/2015,0.978,0.274,0.968,0.428,79.8,WDAY
6/3/2015,0.978,0.274,0.968,0.428,80.65,WDAY
6/4/2015,0.978,0.274,0.968,0.428,78.21,WDAY
6/5/2015,0.978,0.276,0.97,0.428,79.38,WDAY
6/8/2015,0.98,0.274,0.97,0.428,78.04,WDAY
6/9/2015,0.98,0.276,0.97,0.428,78.13,WDAY
6/10/2015,0.98,0.276,0.97,0.428,79.6,WDAY
6/11/2015,0.98,0.278,0.97,0.43,80.06,WDAY
6/12/2015,0.98,0.278,0.97,0.43,79.63,WDAY
6/15/2015,0.98,0.278,0.97,0.43,79.57,WDAY
6/16/2015,0.98,0.282,0.97,0.43,78.99,WDAY
6/17/2015,0.98,0.282,0.97,0.43,79.1,WDAY
6/18/2015,0.98,0.282,0.97,0.43,80.47,WDAY
6/19/2015,0.98,0.286,0.97,0.432,79.97,WDAY
6/22/2015,0.978,0.29,0.97,0.434,80.35,WDAY
6/23/2015,0.978,0.288,0.97,0.432,81.46,WDAY
6/24/2015,0.98,0.29,0.97,0.432,79.2,WDAY
6/25/2015,0.98,0.29,0.97,0.432,79.54,WDAY
6/26/2015,0.978,0.29,0.97,0.432,78.6,WDAY
6/29/2015,0.98,0.29,0.97,0.434,76.31,WDAY
6/30/2015,0.98,0.29,0.972,0.432,76.39,WDAY
7/1/2015,0.98,0.29,0.97,0.432,75.9,WDAY
7/2/2015,0.98,0.288,0.97,0.432,75.79,WDAY
7/3/2015,0.98,0.29,0.97,0.434,75.79,WDAY
7/6/2015,0.98,0.29,0.97,0.432,76.68,WDAY
7/7/2015,0.98,0.288,0.972,0.432,77.65,WDAY
7/8/2015,0.98,0.288,0.972,0.432,76.83,WDAY
7/9/2015,0.98,0.284,0.972,0.432,77.96,WDAY
7/10/2015,0.98,0.286,0.972,0.432,79.52,WDAY
7/13/2015,0.98,0.286,0.972,0.432,79.27,WDAY
7/14/2015,0.98,0.282,0.972,0.43,82.18,WDAY
7/15/2015,0.98,0.284,0.972,0.43,83.21,WDAY
7/16/2015,0.98,0.284,0.972,0.43,84.45,WDAY
7/17/2015,0.98,0.282,0.972,0.43,84.7,WDAY
7/20/2015,0.98,0.284,0.972,0.43,84.6,WDAY
7/21/2015,0.98,0.286,0.972,0.432,84.77,WDAY
7/22/2015,0.98,0.288,0.97,0.432,83.99,WDAY
7/23/2015,0.98,0.288,0.97,0.434,83.02,WDAY
7/24/2015,0.98,0.288,0.97,0.434,82.59,WDAY
7/27/2015,0.98,0.294,0.97,0.434,81.08,WDAY
7/28/2015,0.98,0.296,0.97,0.436,83.15,WDAY
7/29/2015,0.98,0.296,0.97,0.436,83.39,WDAY
7/30/2015,0.98,0.296,0.97,0.436,83.75,WDAY
7/31/2015,0.98,0.298,0.968,0.436,84.33,WDAY
8/3/2015,0.98,0.298,0.968,0.436,84.0,WDAY
8/4/2015,0.982,0.302,0.968,0.438,82.8,WDAY
8/5/2015,0.982,0.302,0.968,0.438,83.4,WDAY
8/6/2015,0.982,0.298,0.968,0.438,81.92,WDAY
8/7/2015,0.982,0.302,0.968,0.438,82.51,WDAY
8/10/2015,0.982,0.304,0.968,0.44,83.25,WDAY
8/11/2015,0.982,0.304,0.968,0.44,83.06,WDAY
8/12/2015,0.982,0.304,0.968,0.44,82.96,WDAY
8/13/2015,0.982,0.302,0.968,0.438,82.26,WDAY
8/14/2015,0.984,0.304,0.968,0.44,84.18,WDAY
8/17/2015,0.984,0.304,0.968,0.44,84.8,WDAY
8/18/2015,0.982,0.302,0.968,0.44,82.58,WDAY
8/19/2015,0.984,0.304,0.968,0.44,82.38,WDAY
8/20/2015,0.984,0.3,0.968,0.438,77.02,WDAY
8/21/2015,0.984,0.304,0.968,0.44,71.84,WDAY
8/24/2015,0.984,0.3,0.968,0.438,69.34,WDAY
8/25/2015,0.982,0.304,0.968,0.44,70.02,WDAY
8/26/2015,0.982,0.306,0.968,0.44,72.4,WDAY
8/27/2015,0.982,0.304,0.97,0.438,75.37,WDAY
8/28/2015,0.984,0.308,0.97,0.44,72.76,WDAY
8/31/2015,0.982,0.31,0.968,0.442,70.26,WDAY
9/1/2015,0.982,0.308,0.968,0.44,69.59,WDAY
9/2/2015,0.982,0.312,0.968,0.442,71.11,WDAY
9/3/2015,0.982,0.31,0.968,0.442,71.69,WDAY
9/4/2015,0.982,0.308,0.968,0.44,70.09,WDAY
9/7/2015,0.982,0.308,0.968,0.44,70.09,WDAY
9/8/2015,0.982,0.308,0.968,0.44,71.77,WDAY
9/9/2015,0.982,0.31,0.968,0.442,70.27,WDAY
9/10/2015,0.982,0.308,0.968,0.442,70.16,WDAY
9/11/2015,0.982,0.31,0.968,0.442,71.36,WDAY
9/14/2015,0.976,0.33,0.968,0.446,69.87,WDAY
9/15/2015,0.978,0.422,0.964,0.478,70.67,WDAY
9/16/2015,0.978,0.422,0.962,0.478,71.96,WDAY
9/17/2015,0.978,0.422,0.962,0.478,72.02,WDAY
9/18/2015,0.978,0.422,0.962,0.48,73.49,WDAY
9/21/2015,0.978,0.42,0.962,0.478,73.18,WDAY
9/22/2015,0.978,0.42,0.964,0.478,72.89,WDAY
9/23/2015,0.978,0.42,0.964,0.478,72.63,WDAY
9/24/2015,0.978,0.42,0.962,0.478,72.49,WDAY
9/25/2015,0.976,0.422,0.962,0.478,72.57,WDAY
9/28/2015,0.976,0.422,0.966,0.478,70.55,WDAY
9/29/2015,0.976,0.422,0.964,0.478,70.7,WDAY
9/30/2015,0.976,0.424,0.964,0.478,68.86,WDAY
10/1/2015,0.976,0.424,0.962,0.48,72.2,WDAY
10/2/2015,0.976,0.424,0.964,0.478,74.09,WDAY
10/5/2015,0.978,0.424,0.964,0.478,75.5,WDAY
10/6/2015,0.978,0.422,0.966,0.478,74.85,WDAY
10/7/2015,0.976,0.422,0.966,0.478,76.36,WDAY
10/8/2015,0.978,0.422,0.966,0.478,75.86,WDAY
10/9/2015,0.978,0.422,0.966,0.478,77.57,WDAY
10/12/2015,0.978,0.422,0.966,0.478,77.51,WDAY
10/13/2015,0.978,0.42,0.966,0.478,76.5,WDAY
10/14/2015,0.978,0.422,0.966,0.478,74.93,WDAY
10/15/2015,0.978,0.422,0.966,0.478,77.29,WDAY
10/16/2015,0.978,0.424,0.966,0.478,78.69,WDAY
10/19/2015,0.978,0.424,0.966,0.478,78.53,WDAY
10/20/2015,0.974,0.426,0.966,0.478,79.88,WDAY
10/21/2015,0.974,0.426,0.966,0.478,78.23,WDAY
10/22/2015,0.976,0.43,0.966,0.48,79.89,WDAY
10/23/2015,0.976,0.432,0.966,0.48,79.85,WDAY
10/26/2015,0.98,0.43,0.966,0.482,78.95,WDAY
10/27/2015,0.978,0.432,0.966,0.482,77.2,WDAY
10/28/2015,0.978,0.434,0.964,0.482,78.8,WDAY
10/29/2015,0.978,0.434,0.964,0.482,78.45,WDAY
10/30/2015,0.978,0.432,0.966,0.482,78.97,WDAY
11/2/2015,0.978,0.434,0.964,0.482,81.35,WDAY
11/3/2015,0.978,0.434,0.964,0.482,80.21,WDAY
11/4/2015,0.974,0.434,0.964,0.48,80.25,WDAY
11/5/2015,0.972,0.43,0.962,0.48,78.57,WDAY
11/6/2015,0.974,0.43,0.96,0.48,82.18,WDAY
11/9/2015,0.976,0.428,0.96,0.48,81.54,WDAY
11/10/2015,0.978,0.426,0.962,0.482,81.52,WDAY
11/11/2015,0.98,0.424,0.962,0.482,82.0,WDAY
11/12/2015,0.982,0.424,0.964,0.48,81.92,WDAY
11/13/2015,0.98,0.422,0.964,0.48,78.91,WDAY
11/16/2015,0.98,0.422,0.964,0.48,80.59,WDAY
11/17/2015,0.98,0.424,0.964,0.48,80.93,WDAY
11/18/2015,0.978,0.424,0.964,0.48,83.68,WDAY
11/19/2015,0.978,0.428,0.96,0.482,84.3,WDAY
11/20/2015,0.98,0.43,0.96,0.482,83.11,WDAY
11/23/2015,0.984,0.422,0.96,0.482,80.48,WDAY
11/24/2015,0.984,0.422,0.958,0.482,82.7,WDAY
11/25/2015,0.984,0.422,0.958,0.482,83.35,WDAY
11/26/2015,0.984,0.424,0.958,0.484,83.35,WDAY
11/27/2015,0.984,0.424,0.958,0.484,83.22,WDAY
11/30/2015,0.984,0.424,0.958,0.484,83.71,WDAY
12/1/2015,0.982,0.424,0.96,0.482,84.48,WDAY
12/2/2015,0.982,0.426,0.96,0.482,84.08,WDAY
12/3/2015,0.98,0.424,0.96,0.482,83.61,WDAY
12/4/2015,0.98,0.426,0.96,0.482,84.58,WDAY
12/7/2015,0.98,0.426,0.958,0.482,82.98,WDAY
12/8/2015,0.982,0.428,0.958,0.484,83.61,WDAY
12/9/2015,0.982,0.428,0.958,0.484,83.39,WDAY
12/10/2015,0.982,0.428,0.958,0.484,83.81,WDAY
12/11/2015,0.984,0.432,0.958,0.486,78.98,WDAY
12/14/2015,0.984,0.434,0.954,0.488,79.0,WDAY
12/15/2015,0.984,0.432,0.952,0.488,78.97,WDAY
12/16/2015,0.984,0.43,0.952,0.488,81.29,WDAY
12/17/2015,0.984,0.43,0.952,0.488,80.52,WDAY
12/18/2015,0.984,0.43,0.95,0.488,78.55,WDAY
12/21/2015,0.984,0.434,0.95,0.49,78.55,WDAY
12/22/2015,0.984,0.432,0.954,0.488,79.24,WDAY
12/23/2015,0.982,0.432,0.954,0.486,79.84,WDAY
12/24/2015,0.982,0.432,0.954,0.486,79.68,WDAY
12/25/2015,0.982,0.432,0.954,0.486,79.68,WDAY
12/28/2015,0.982,0.432,0.954,0.486,79.61,WDAY
12/29/2015,0.982,0.432,0.954,0.486,79.75,WDAY
12/30/2015,0.982,0.432,0.954,0.486,80.28,WDAY
12/31/2015,0.982,0.432,0.954,0.486,79.68,WDAY
1/1/2016,0.984,0.438,0.954,0.49,79.68,WDAY
1/4/2016,0.984,0.438,0.954,0.49,77.76,WDAY
1/5/2016,0.988,0.438,0.952,0.492,77.24,WDAY
1/6/2016,0.986,0.438,0.954,0.49,74.4,WDAY
1/7/2016,0.986,0.44,0.952,0.492,71.75,WDAY
1/8/2016,0.988,0.44,0.952,0.492,71.07,WDAY
1/11/2016,0.986,0.44,0.952,0.492,70.25,WDAY
1/12/2016,0.988,0.438,0.954,0.49,71.9,WDAY
1/13/2016,0.988,0.438,0.954,0.49,71.26,WDAY
1/14/2016,0.98,0.438,0.954,0.488,70.5,WDAY
1/15/2016,0.98,0.44,0.954,0.488,67.87,WDAY
1/18/2016,0.98,0.442,0.954,0.49,67.87,WDAY
1/19/2016,0.98,0.442,0.954,0.49,66.1,WDAY
1/20/2016,0.982,0.442,0.952,0.49,67.49,WDAY
1/21/2016,0.98,0.442,0.954,0.49,68.6,WDAY
1/22/2016,0.98,0.442,0.952,0.49,69.47,WDAY
1/25/2016,0.98,0.444,0.952,0.49,67.37,WDAY
1/26/2016,0.98,0.444,0.952,0.49,66.65,WDAY
1/27/2016,0.976,0.452,0.952,0.492,64.5,WDAY
1/28/2016,0.976,0.452,0.95,0.492,62.03,WDAY
1/29/2016,0.976,0.452,0.948,0.494,63.01,WDAY
2/1/2016,0.974,0.454,0.946,0.494,64.84,WDAY
2/2/2016,0.974,0.452,0.948,0.494,61.79,WDAY
2/3/2016,0.974,0.454,0.944,0.494,63.06,WDAY
2/4/2016,0.974,0.454,0.944,0.494,64.84,WDAY
2/5/2016,0.974,0.46,0.946,0.496,54.24,WDAY
2/8/2016,0.964,0.458,0.94,0.494,48.97,WDAY
2/9/2016,0.964,0.458,0.936,0.496,48.9,WDAY
2/10/2016,0.964,0.46,0.936,0.496,49.96,WDAY
2/11/2016,0.964,0.458,0.938,0.494,50.33,WDAY
2/12/2016,0.966,0.458,0.938,0.496,49.25,WDAY
2/15/2016,0.966,0.462,0.936,0.498,49.25,WDAY
