date,g,f,m,i,p,ticker
9/23/2016,0.406,0.63,0.502,0.512,69.8263,TIF
9/26/2016,0.41,0.632,0.506,0.512,68.5391,TIF
9/27/2016,0.41,0.632,0.496,0.516,68.8273,TIF
9/28/2016,0.408,0.632,0.492,0.516,68.395,TIF
9/29/2016,0.41,0.632,0.48,0.52,68.5583,TIF
9/30/2016,0.408,0.632,0.486,0.518,69.7687,TIF
10/3/2016,0.408,0.634,0.502,0.514,68.8849,TIF
10/4/2016,0.416,0.636,0.498,0.518,68.2893,TIF
10/5/2016,0.414,0.636,0.498,0.518,69.932,TIF
10/6/2016,0.414,0.636,0.512,0.512,70.1241,TIF
10/7/2016,0.412,0.636,0.518,0.51,70.4603,TIF
10/10/2016,0.41,0.636,0.526,0.506,70.9598,TIF
10/11/2016,0.408,0.636,0.532,0.504,70.5756,TIF
10/12/2016,0.406,0.632,0.538,0.5,70.4603,TIF
10/13/2016,0.41,0.634,0.54,0.502,69.9512,TIF
10/14/2016,0.41,0.636,0.534,0.504,69.7879,TIF
10/17/2016,0.41,0.636,0.526,0.506,69.0674,TIF
10/18/2016,0.412,0.634,0.522,0.508,69.2019,TIF
10/19/2016,0.412,0.634,0.52,0.508,70.3642,TIF
10/20/2016,0.408,0.634,0.526,0.506,69.9224,TIF
10/21/2016,0.406,0.634,0.524,0.506,70.4795,TIF
10/24/2016,0.408,0.636,0.528,0.504,70.979,TIF
10/25/2016,0.408,0.632,0.534,0.502,70.4987,TIF
10/26/2016,0.408,0.632,0.536,0.502,70.6524,TIF
10/27/2016,0.408,0.632,0.542,0.5,69.9608,TIF
10/28/2016,0.406,0.632,0.534,0.502,70.3258,TIF
10/31/2016,0.414,0.634,0.538,0.504,70.5276,TIF
11/1/2016,0.41,0.636,0.528,0.506,69.8936,TIF
11/2/2016,0.414,0.636,0.526,0.508,69.5958,TIF
11/3/2016,0.416,0.634,0.536,0.506,69.2019,TIF
11/4/2016,0.418,0.634,0.53,0.508,70.0569,TIF
11/7/2016,0.422,0.634,0.536,0.506,73.0924,TIF
11/8/2016,0.418,0.638,0.558,0.5,72.6409,TIF
11/9/2016,0.416,0.636,0.552,0.5,74.7926,TIF
11/10/2016,0.418,0.638,0.564,0.496,77.0693,TIF
11/11/2016,0.422,0.64,0.592,0.49,77.1269,TIF
11/14/2016,0.424,0.638,0.594,0.49,75.0232,TIF
11/15/2016,0.422,0.642,0.568,0.498,72.9675,TIF
11/16/2016,0.42,0.642,0.534,0.51,73.1884,TIF
11/17/2016,0.422,0.64,0.538,0.508,74.0722,TIF
11/18/2016,0.422,0.64,0.546,0.506,73.3421,TIF
11/21/2016,0.418,0.642,0.54,0.506,73.736,TIF
11/22/2016,0.418,0.64,0.538,0.506,73.8512,TIF
11/23/2016,0.42,0.642,0.534,0.508,76.0606,TIF
11/24/2016,0.42,0.642,0.558,0.502,76.0606,TIF
11/25/2016,0.42,0.642,0.562,0.5,74.9848,TIF
11/28/2016,0.42,0.642,0.544,0.506,75.0616,TIF
11/29/2016,0.42,0.642,0.552,0.502,77.4247,TIF
11/30/2016,0.422,0.646,0.56,0.502,79.2306,TIF
12/1/2016,0.422,0.644,0.576,0.496,79.2594,TIF
12/2/2016,0.422,0.644,0.59,0.492,78.0971,TIF
12/5/2016,0.426,0.644,0.572,0.5,79.9607,TIF
12/6/2016,0.426,0.644,0.588,0.494,79.9607,TIF
12/7/2016,0.426,0.644,0.578,0.496,81.027,TIF
12/8/2016,0.426,0.642,0.586,0.494,81.709,TIF
12/9/2016,0.424,0.638,0.584,0.492,81.6706,TIF
12/12/2016,0.42,0.638,0.578,0.494,81.3536,TIF
12/13/2016,0.416,0.638,0.582,0.49,80.8925,TIF
12/14/2016,0.412,0.636,0.572,0.492,79.8934,TIF
12/15/2016,0.414,0.638,0.576,0.492,77.8377,TIF
12/16/2016,0.416,0.642,0.55,0.502,77.0843,TIF
12/19/2016,0.426,0.642,0.534,0.512,77.2195,TIF
12/20/2016,0.426,0.642,0.534,0.51,77.7121,TIF
12/21/2016,0.428,0.64,0.536,0.51,77.3161,TIF
12/22/2016,0.426,0.64,0.534,0.512,75.1233,TIF
12/23/2016,0.426,0.64,0.506,0.52,74.5051,TIF
12/26/2016,0.426,0.64,0.492,0.524,74.5051,TIF
12/27/2016,0.426,0.64,0.492,0.524,75.7029,TIF
12/28/2016,0.426,0.64,0.508,0.52,74.7466,TIF
12/29/2016,0.426,0.64,0.5,0.522,74.7659,TIF
12/30/2016,0.426,0.64,0.496,0.524,74.7949,TIF
1/2/2017,0.426,0.64,0.504,0.522,74.7949,TIF
1/3/2017,0.426,0.64,0.502,0.522,75.1427,TIF
1/4/2017,0.43,0.636,0.502,0.522,76.5626,TIF
1/5/2017,0.428,0.638,0.514,0.516,74.196,TIF
1/6/2017,0.428,0.636,0.482,0.528,74.5341,TIF
1/9/2017,0.426,0.638,0.492,0.524,74.225,TIF
1/10/2017,0.41,0.64,0.498,0.518,74.5148,TIF
1/11/2017,0.408,0.64,0.504,0.516,75.0944,TIF
1/12/2017,0.41,0.638,0.502,0.516,77.8087,TIF
1/13/2017,0.408,0.638,0.536,0.504,79.1321,TIF
1/16/2017,0.41,0.638,0.546,0.5,79.1321,TIF
1/17/2017,0.398,0.634,0.566,0.49,77.1809,TIF
1/18/2017,0.394,0.634,0.54,0.496,77.2195,TIF
1/19/2017,0.316,0.63,0.556,0.462,76.3405,TIF
1/20/2017,0.312,0.63,0.544,0.466,76.7172,TIF
1/23/2017,0.312,0.63,0.546,0.466,76.0603,TIF
1/24/2017,0.31,0.63,0.542,0.466,76.6109,TIF
1/25/2017,0.302,0.632,0.53,0.468,77.6059,TIF
1/26/2017,0.302,0.632,0.538,0.466,77.1905,TIF
1/27/2017,0.304,0.632,0.536,0.466,76.4757,TIF
1/30/2017,0.3,0.63,0.534,0.466,75.3938,TIF
1/31/2017,0.296,0.628,0.528,0.464,76.041,TIF
2/1/2017,0.296,0.628,0.532,0.464,75.3455,TIF
2/2/2017,0.292,0.628,0.526,0.464,75.5194,TIF
2/3/2017,0.294,0.63,0.532,0.464,77.7315,TIF
2/6/2017,0.292,0.634,0.548,0.46,75.8188,TIF
2/7/2017,0.286,0.63,0.534,0.46,75.616,TIF
2/8/2017,0.286,0.63,0.532,0.462,76.3501,TIF
2/9/2017,0.282,0.63,0.538,0.458,77.6928,TIF
2/10/2017,0.278,0.632,0.542,0.456,78.6008,TIF
2/13/2017,0.28,0.632,0.538,0.458,78.852,TIF
2/14/2017,0.276,0.632,0.54,0.456,80.1367,TIF
2/15/2017,0.278,0.632,0.55,0.454,80.3975,TIF
2/16/2017,0.282,0.632,0.546,0.456,80.185,TIF
2/17/2017,0.282,0.632,0.542,0.458,83.2471,TIF
2/20/2017,0.284,0.634,0.586,0.444,83.2471,TIF
2/21/2017,0.28,0.634,0.584,0.444,85.4012,TIF
2/22/2017,0.278,0.632,0.6,0.436,85.295,TIF
2/23/2017,0.278,0.632,0.602,0.436,87.1593,TIF
2/24/2017,0.278,0.634,0.624,0.428,88.6083,TIF
2/27/2017,0.276,0.638,0.65,0.422,88.8401,TIF
2/28/2017,0.276,0.64,0.642,0.424,88.7435,TIF
3/1/2017,0.276,0.638,0.644,0.424,88.4054,TIF
3/2/2017,0.276,0.638,0.634,0.426,87.0241,TIF
3/3/2017,0.272,0.642,0.63,0.428,87.2462,TIF
3/6/2017,0.274,0.64,0.63,0.428,86.8502,TIF
3/7/2017,0.272,0.642,0.632,0.428,85.7393,TIF
3/8/2017,0.274,0.642,0.618,0.432,86.0871,TIF
3/9/2017,0.276,0.64,0.638,0.426,85.4592,TIF
3/10/2017,0.276,0.64,0.626,0.43,85.691,TIF
3/13/2017,0.274,0.642,0.622,0.432,85.8359,TIF
3/14/2017,0.274,0.642,0.622,0.432,86.0967,TIF
3/15/2017,0.274,0.642,0.63,0.428,87.3911,TIF
3/16/2017,0.27,0.642,0.634,0.426,87.3523,TIF
3/17/2017,0.268,0.642,0.628,0.426,89.721,TIF
3/20/2017,0.316,0.65,0.582,0.462,91.0899,TIF
3/21/2017,0.316,0.65,0.598,0.456,91.2646,TIF
3/22/2017,0.316,0.65,0.61,0.452,92.3325,TIF
3/23/2017,0.316,0.65,0.626,0.446,92.5752,TIF
3/24/2017,0.314,0.648,0.622,0.448,92.5946,TIF
3/27/2017,0.314,0.648,0.618,0.448,92.2937,TIF
3/28/2017,0.312,0.648,0.622,0.446,93.245,TIF
3/29/2017,0.312,0.648,0.626,0.444,93.5945,TIF
3/30/2017,0.314,0.648,0.63,0.444,92.4684,TIF
3/31/2017,0.312,0.65,0.616,0.448,92.5169,TIF
4/3/2017,0.314,0.652,0.612,0.45,91.4296,TIF
4/4/2017,0.31,0.65,0.604,0.452,90.9151,TIF
4/5/2017,0.314,0.65,0.596,0.456,90.0608,TIF
4/6/2017,0.368,0.62,0.698,0.43,90.954,TIF
4/7/2017,0.368,0.618,0.7,0.428,90.7404,TIF
4/10/2017,0.372,0.614,0.706,0.426,90.488,TIF
4/11/2017,0.37,0.614,0.698,0.428,89.4589,TIF
4/12/2017,0.374,0.614,0.69,0.432,89.0609,TIF
4/13/2017,0.372,0.614,0.69,0.432,88.5173,TIF
4/14/2017,0.372,0.612,0.688,0.432,88.5173,TIF
4/17/2017,0.374,0.612,0.688,0.432,88.8473,TIF
4/18/2017,0.374,0.614,0.682,0.434,88.1192,TIF
4/19/2017,0.374,0.614,0.678,0.436,88.8765,TIF
4/20/2017,0.374,0.614,0.68,0.436,89.4492,TIF
4/21/2017,0.374,0.616,0.68,0.436,89.0124,TIF
4/24/2017,0.37,0.616,0.682,0.434,89.8861,TIF
4/25/2017,0.372,0.616,0.686,0.434,90.1191,TIF
4/26/2017,0.372,0.616,0.684,0.436,90.3812,TIF
4/27/2017,0.37,0.618,0.688,0.432,89.6725,TIF
4/28/2017,0.368,0.616,0.68,0.434,88.9735,TIF
5/1/2017,0.364,0.62,0.678,0.436,88.6338,TIF
5/2/2017,0.364,0.618,0.678,0.436,89.3813,TIF
5/3/2017,0.364,0.616,0.682,0.432,89.4783,TIF
5/4/2017,0.366,0.62,0.688,0.432,88.3425,TIF
5/5/2017,0.368,0.62,0.68,0.436,89.789,TIF
5/8/2017,0.356,0.63,0.628,0.452,88.7308,TIF
5/9/2017,0.36,0.632,0.616,0.458,89.7599,TIF
5/10/2017,0.36,0.632,0.628,0.456,90.2356,TIF
5/11/2017,0.358,0.632,0.628,0.454,89.3327,TIF
5/12/2017,0.356,0.632,0.626,0.454,89.7987,TIF
5/15/2017,0.436,0.672,0.55,0.52,89.556,TIF
5/16/2017,0.438,0.67,0.54,0.522,89.7502,TIF
5/17/2017,0.434,0.67,0.538,0.522,88.4008,TIF
5/18/2017,0.434,0.672,0.542,0.522,89.2842,TIF
5/19/2017,0.436,0.67,0.558,0.516,90.2064,TIF
5/22/2017,0.438,0.67,0.562,0.516,90.9345,TIF
5/23/2017,0.44,0.668,0.56,0.516,90.42,TIF
5/24/2017,0.436,0.662,0.558,0.514,82.5469,TIF
5/25/2017,0.412,0.79,0.352,0.616,83.3138,TIF
5/26/2017,0.41,0.79,0.362,0.612,83.6633,TIF
5/29/2017,0.412,0.79,0.37,0.61,83.6633,TIF
5/30/2017,0.412,0.788,0.366,0.612,83.4206,TIF
5/31/2017,0.416,0.792,0.372,0.612,84.4205,TIF
6/1/2017,0.416,0.79,0.382,0.608,86.6339,TIF
6/2/2017,0.42,0.782,0.396,0.602,87.362,TIF
6/5/2017,0.422,0.782,0.41,0.598,88.3813,TIF
6/6/2017,0.42,0.782,0.422,0.592,88.925,TIF
6/7/2017,0.418,0.78,0.434,0.588,89.5754,TIF
6/8/2017,0.418,0.78,0.452,0.582,90.9248,TIF
6/9/2017,0.418,0.782,0.47,0.576,91.9248,TIF
6/12/2017,0.414,0.78,0.482,0.57,90.42,TIF
6/13/2017,0.416,0.778,0.456,0.58,89.158,TIF
6/14/2017,0.412,0.778,0.432,0.586,88.8279,TIF
6/15/2017,0.412,0.778,0.434,0.586,88.3619,TIF
6/16/2017,0.412,0.778,0.426,0.588,89.8847,TIF
6/19/2017,0.414,0.78,0.444,0.584,91.6613,TIF
6/20/2017,0.418,0.778,0.46,0.578,90.0799,TIF
6/21/2017,0.416,0.778,0.452,0.58,89.1331,TIF
6/22/2017,0.416,0.778,0.448,0.582,89.2502,TIF
6/23/2017,0.416,0.778,0.448,0.582,89.6016,TIF
6/26/2017,0.416,0.778,0.45,0.582,90.1092,TIF
6/27/2017,0.416,0.778,0.454,0.58,91.4563,TIF
6/28/2017,0.418,0.778,0.484,0.57,91.6516,TIF
6/29/2017,0.418,0.78,0.472,0.574,90.3142,TIF
6/30/2017,0.416,0.778,0.462,0.578,91.632,TIF
12/22/2014,0.224,0.748,0.02,0.65,28.3337,GM
12/23/2014,0.222,0.748,0.022,0.65,28.6151,GM
12/24/2014,0.222,0.748,0.02,0.65,28.5042,GM
12/25/2014,0.222,0.748,0.018,0.65,28.5042,GM
12/26/2014,0.222,0.748,0.018,0.65,28.76,GM
12/29/2014,0.222,0.748,0.018,0.65,29.5018,GM
12/30/2014,0.222,0.748,0.024,0.65,29.9196,GM
12/31/2014,0.224,0.748,0.024,0.65,29.7661,GM
1/1/2015,0.224,0.748,0.024,0.65,29.7661,GM
1/2/2015,0.224,0.748,0.024,0.65,29.7065,GM
1/5/2015,0.226,0.748,0.026,0.65,29.2716,GM
1/6/2015,0.226,0.748,0.024,0.65,29.715,GM
1/7/2015,0.224,0.748,0.026,0.648,30.5591,GM
1/8/2015,0.2,0.75,0.028,0.642,30.8661,GM
1/9/2015,0.202,0.75,0.028,0.642,30.3459,GM
1/12/2015,0.198,0.752,0.024,0.642,30.5591,GM
1/13/2015,0.198,0.752,0.024,0.642,30.056,GM
1/14/2015,0.194,0.756,0.024,0.642,29.246,GM
1/15/2015,0.194,0.756,0.022,0.642,28.5042,GM
1/16/2015,0.198,0.758,0.016,0.646,28.7174,GM
1/19/2015,0.198,0.756,0.014,0.646,28.7174,GM
1/20/2015,0.198,0.756,0.016,0.646,28.9305,GM
1/21/2015,0.196,0.754,0.018,0.644,28.8964,GM
1/22/2015,0.198,0.756,0.02,0.644,28.8367,GM
1/23/2015,0.196,0.758,0.018,0.646,28.7771,GM
1/26/2015,0.2,0.752,0.02,0.644,28.7344,GM
1/27/2015,0.212,0.752,0.018,0.65,28.4957,GM
1/28/2015,0.212,0.752,0.016,0.65,28.0011,GM
1/29/2015,0.214,0.75,0.016,0.65,28.274,GM
1/30/2015,0.214,0.754,0.018,0.65,27.8136,GM
2/2/2015,0.22,0.756,0.018,0.652,28.2314,GM
2/3/2015,0.22,0.754,0.02,0.65,28.9732,GM
2/4/2015,0.222,0.754,0.02,0.652,30.5506,GM
2/5/2015,0.25,0.804,0.04,0.672,30.9087,GM
2/6/2015,0.25,0.802,0.038,0.672,30.6955,GM
2/9/2015,0.25,0.804,0.038,0.672,30.6955,GM
2/10/2015,0.252,0.806,0.036,0.674,31.9916,GM
2/11/2015,0.254,0.808,0.046,0.672,32.1195,GM
2/12/2015,0.25,0.81,0.052,0.67,32.4179,GM
2/13/2015,0.248,0.81,0.044,0.672,32.0768,GM
2/16/2015,0.246,0.81,0.044,0.67,32.0768,GM
2/17/2015,0.246,0.81,0.052,0.668,31.7528,GM
2/18/2015,0.25,0.81,0.052,0.67,31.7102,GM
2/19/2015,0.256,0.81,0.05,0.672,31.983,GM
2/20/2015,0.258,0.81,0.05,0.672,32.1024,GM
2/23/2015,0.256,0.81,0.056,0.67,32.1365,GM
2/24/2015,0.26,0.808,0.058,0.67,32.1877,GM
2/25/2015,0.264,0.812,0.058,0.672,32.2815,GM
2/26/2015,0.262,0.812,0.06,0.672,32.0257,GM
2/27/2015,0.258,0.812,0.058,0.67,31.8125,GM
3/2/2015,0.262,0.814,0.06,0.672,32.0683,GM
3/3/2015,0.266,0.816,0.06,0.674,32.2303,GM
3/4/2015,0.27,0.82,0.06,0.676,32.0342,GM
3/5/2015,0.268,0.82,0.062,0.676,32.0683,GM
3/6/2015,0.268,0.82,0.06,0.676,31.4118,GM
3/9/2015,0.264,0.818,0.058,0.674,32.3746,GM
3/10/2015,0.358,0.822,0.066,0.706,32.28,GM
3/11/2015,0.358,0.822,0.072,0.704,32.4777,GM
3/12/2015,0.362,0.822,0.072,0.704,33.0365,GM
3/13/2015,0.362,0.822,0.072,0.704,32.7098,GM
3/16/2015,0.364,0.82,0.068,0.706,33.1654,GM
3/17/2015,0.362,0.82,0.068,0.704,32.9161,GM
3/18/2015,0.362,0.82,0.066,0.706,33.0967,GM
3/19/2015,0.362,0.82,0.072,0.704,33.2256,GM
3/20/2015,0.362,0.82,0.072,0.704,33.4147,GM
3/23/2015,0.362,0.818,0.07,0.704,33.174,GM
3/24/2015,0.362,0.818,0.064,0.704,32.5379,GM
3/25/2015,0.36,0.82,0.062,0.706,32.1339,GM
3/26/2015,0.362,0.822,0.06,0.708,32.1081,GM
3/27/2015,0.364,0.822,0.062,0.708,32.0737,GM
3/30/2015,0.364,0.822,0.064,0.708,32.3918,GM
3/31/2015,0.364,0.82,0.064,0.706,32.237,GM
4/1/2015,0.364,0.822,0.062,0.708,31.5837,GM
4/2/2015,0.364,0.82,0.058,0.708,31.3774,GM
4/3/2015,0.364,0.82,0.058,0.708,31.3774,GM
4/6/2015,0.076,0.804,0.042,0.612,31.5149,GM
4/7/2015,0.076,0.804,0.054,0.608,30.7154,GM
4/8/2015,0.076,0.808,0.044,0.614,31.0421,GM
4/9/2015,0.074,0.81,0.044,0.614,31.1968,GM
4/10/2015,0.074,0.818,0.04,0.618,31.4375,GM
4/13/2015,0.074,0.816,0.056,0.612,31.2914,GM
4/14/2015,0.074,0.816,0.042,0.616,31.3602,GM
4/15/2015,0.076,0.818,0.022,0.624,31.7556,GM
4/16/2015,0.074,0.818,0.022,0.622,31.876,GM
4/17/2015,0.074,0.818,0.022,0.624,31.4977,GM
4/20/2015,0.074,0.82,0.022,0.624,31.9018,GM
4/21/2015,0.072,0.82,0.022,0.624,31.9447,GM
4/22/2015,0.074,0.818,0.022,0.624,31.9447,GM
4/23/2015,0.072,0.814,0.028,0.62,30.8788,GM
4/24/2015,0.07,0.8,0.02,0.616,30.5951,GM
4/27/2015,0.072,0.798,0.02,0.616,30.7584,GM
4/28/2015,0.07,0.798,0.02,0.616,30.7068,GM
4/29/2015,0.07,0.798,0.02,0.616,30.5263,GM
4/30/2015,0.066,0.798,0.02,0.616,30.1395,GM
5/1/2015,0.068,0.798,0.02,0.616,30.4489,GM
5/4/2015,0.068,0.798,0.02,0.616,30.4317,GM
5/5/2015,0.068,0.802,0.018,0.616,30.0965,GM
5/6/2015,0.068,0.804,0.018,0.618,29.8902,GM
5/7/2015,0.068,0.806,0.018,0.62,29.9847,GM
5/8/2015,0.068,0.808,0.02,0.618,30.363,GM
5/11/2015,0.068,0.806,0.02,0.618,30.277,GM
5/12/2015,0.068,0.804,0.02,0.618,29.8644,GM
5/13/2015,0.068,0.802,0.02,0.616,29.916,GM
5/14/2015,0.066,0.802,0.02,0.616,29.787,GM
5/15/2015,0.066,0.804,0.018,0.618,30.0105,GM
5/18/2015,0.068,0.804,0.012,0.62,30.1309,GM
5/19/2015,0.066,0.804,0.014,0.618,30.191,GM
5/20/2015,0.066,0.804,0.016,0.618,30.1051,GM
5/21/2015,0.066,0.804,0.02,0.616,30.5865,GM
5/22/2015,0.068,0.804,0.022,0.616,30.6896,GM
5/25/2015,0.066,0.804,0.022,0.616,30.6896,GM
5/26/2015,0.066,0.804,0.022,0.616,30.5349,GM
5/27/2015,0.066,0.806,0.022,0.616,30.7842,GM
5/28/2015,0.066,0.806,0.02,0.618,31.2828,GM
5/29/2015,0.066,0.812,0.042,0.612,30.9217,GM
6/1/2015,0.068,0.812,0.02,0.62,31.1023,GM
6/2/2015,0.068,0.812,0.026,0.618,31.1367,GM
6/3/2015,0.068,0.814,0.026,0.618,30.896,GM
6/4/2015,0.068,0.814,0.034,0.616,30.5521,GM
6/5/2015,0.07,0.818,0.034,0.618,30.191,GM
6/8/2015,0.07,0.816,0.02,0.622,30.3908,GM
6/9/2015,0.068,0.816,0.018,0.622,30.6253,GM
6/10/2015,0.068,0.816,0.018,0.622,30.912,GM
6/11/2015,0.068,0.816,0.018,0.622,30.8772,GM
6/12/2015,0.066,0.816,0.018,0.62,31.0162,GM
6/15/2015,0.066,0.816,0.018,0.622,30.799,GM
6/16/2015,0.066,0.818,0.018,0.622,30.9293,GM
6/17/2015,0.066,0.816,0.02,0.62,31.103,GM
6/18/2015,0.066,0.82,0.022,0.62,31.4418,GM
6/19/2015,0.068,0.824,0.024,0.622,31.3636,GM
6/22/2015,0.066,0.824,0.022,0.622,31.4331,GM
6/23/2015,0.066,0.824,0.024,0.622,31.5286,GM
6/24/2015,0.076,0.812,0.024,0.622,30.5385,GM
6/25/2015,0.074,0.812,0.024,0.62,30.1389,GM
6/26/2015,0.074,0.812,0.024,0.62,29.861,GM
6/29/2015,0.076,0.812,0.02,0.624,28.8622,GM
6/30/2015,0.076,0.812,0.018,0.622,28.949,GM
7/1/2015,0.076,0.81,0.018,0.622,28.6971,GM
7/2/2015,0.074,0.806,0.014,0.622,28.8622,GM
7/3/2015,0.074,0.806,0.014,0.622,28.8622,GM
7/6/2015,0.074,0.806,0.016,0.622,28.3584,GM
7/7/2015,0.076,0.804,0.014,0.622,28.5408,GM
7/8/2015,0.072,0.806,0.012,0.622,27.0903,GM
7/9/2015,0.074,0.804,0.012,0.622,26.934,GM
7/10/2015,0.074,0.804,0.018,0.62,27.2727,GM
7/13/2015,0.072,0.806,0.018,0.62,27.5159,GM
7/14/2015,0.074,0.806,0.018,0.62,27.5941,GM
7/15/2015,0.074,0.82,0.016,0.626,27.2988,GM
7/16/2015,0.072,0.82,0.016,0.626,26.5865,GM
7/17/2015,0.074,0.822,0.016,0.626,26.6213,GM
7/20/2015,0.074,0.82,0.018,0.626,26.491,GM
7/21/2015,0.074,0.818,0.018,0.626,26.3955,GM
7/22/2015,0.074,0.818,0.018,0.626,26.3173,GM
7/23/2015,0.074,0.82,0.018,0.626,27.3596,GM
7/24/2015,0.076,0.82,0.018,0.626,26.9774,GM
7/27/2015,0.066,0.862,0.018,0.636,26.9687,GM
7/28/2015,0.068,0.862,0.018,0.638,27.2032,GM
7/29/2015,0.068,0.862,0.018,0.638,27.7504,GM
7/30/2015,0.068,0.862,0.018,0.638,27.7157,GM
7/31/2015,0.066,0.862,0.018,0.636,27.3682,GM
8/3/2015,0.068,0.86,0.016,0.638,27.5159,GM
8/4/2015,0.07,0.864,0.016,0.64,27.3769,GM
8/5/2015,0.07,0.862,0.018,0.638,27.4464,GM
8/6/2015,0.068,0.864,0.024,0.636,27.6722,GM
8/7/2015,0.07,0.866,0.022,0.638,27.568,GM
8/10/2015,0.07,0.866,0.016,0.64,27.7417,GM
8/11/2015,0.07,0.868,0.016,0.64,26.7776,GM
8/12/2015,0.07,0.866,0.01,0.642,26.8124,GM
8/13/2015,0.07,0.866,0.01,0.642,26.9774,GM
8/14/2015,0.072,0.866,0.012,0.642,27.3509,GM
8/17/2015,0.072,0.866,0.016,0.642,27.4551,GM
8/18/2015,0.072,0.866,0.016,0.64,27.542,GM
8/19/2015,0.074,0.866,0.016,0.642,27.4725,GM
8/20/2015,0.074,0.866,0.016,0.642,26.7863,GM
8/21/2015,0.074,0.866,0.016,0.642,25.7093,GM
8/24/2015,0.074,0.866,0.016,0.642,24.1459,GM
8/25/2015,0.074,0.866,0.014,0.642,23.6942,GM
8/26/2015,0.074,0.866,0.016,0.642,24.4065,GM
8/27/2015,0.074,0.866,0.018,0.642,24.8234,GM
8/28/2015,0.074,0.866,0.018,0.642,25.1882,GM
8/31/2015,0.074,0.866,0.018,0.642,25.5703,GM
9/1/2015,0.074,0.866,0.018,0.64,24.8755,GM
9/2/2015,0.074,0.866,0.018,0.64,25.3706,GM
9/3/2015,0.074,0.866,0.018,0.64,25.2837,GM
9/4/2015,0.074,0.866,0.018,0.64,25.0839,GM
9/7/2015,0.074,0.866,0.018,0.64,25.0839,GM
9/8/2015,0.074,0.866,0.018,0.64,25.9525,GM
9/9/2015,0.074,0.866,0.016,0.64,25.7267,GM
9/10/2015,0.074,0.866,0.018,0.64,26.3773,GM
9/11/2015,0.074,0.866,0.018,0.64,26.5092,GM
9/14/2015,0.072,0.864,0.018,0.64,27.0104,GM
9/15/2015,0.07,0.864,0.018,0.638,27.2478,GM
9/16/2015,0.07,0.864,0.018,0.638,27.4324,GM
9/17/2015,0.072,0.864,0.02,0.638,27.5291,GM
9/18/2015,0.072,0.862,0.018,0.638,26.8257,GM
9/21/2015,0.07,0.862,0.018,0.638,26.9224,GM
9/22/2015,0.07,0.862,0.018,0.638,26.4037,GM
9/23/2015,0.074,0.86,0.02,0.638,26.1311,GM
9/24/2015,0.074,0.86,0.018,0.638,25.8849,GM
9/25/2015,0.072,0.862,0.018,0.638,25.8586,GM
9/28/2015,0.076,0.862,0.018,0.64,25.1112,GM
9/29/2015,0.076,0.862,0.018,0.64,25.63,GM
9/30/2015,0.076,0.862,0.018,0.64,26.3949,GM
10/1/2015,0.076,0.862,0.018,0.64,26.9664,GM
10/2/2015,0.076,0.86,0.018,0.64,27.8984,GM
10/5/2015,0.078,0.862,0.018,0.64,27.9248,GM
10/6/2015,0.08,0.86,0.018,0.64,28.3292,GM
10/7/2015,0.08,0.86,0.014,0.642,29.059,GM
10/8/2015,0.078,0.862,0.014,0.642,29.3931,GM
10/9/2015,0.078,0.862,0.014,0.642,28.9711,GM
10/12/2015,0.078,0.862,0.014,0.642,29.0326,GM
10/13/2015,0.078,0.862,0.014,0.642,29.1293,GM
10/14/2015,0.078,0.862,0.014,0.642,29.3052,GM
10/15/2015,0.072,0.876,0.014,0.644,29.2964,GM
10/16/2015,0.072,0.872,0.014,0.644,29.1469,GM
10/19/2015,0.072,0.872,0.014,0.644,29.2261,GM
10/20/2015,0.072,0.874,0.014,0.644,29.4371,GM
10/21/2015,0.072,0.872,0.014,0.644,31.1428,GM
10/22/2015,0.076,0.88,0.024,0.644,31.1428,GM
10/23/2015,0.074,0.88,0.026,0.644,31.6088,GM
10/26/2015,0.072,0.88,0.026,0.642,31.3626,GM
10/27/2015,0.07,0.878,0.028,0.64,30.7472,GM
10/28/2015,0.07,0.88,0.026,0.642,30.967,GM
10/29/2015,0.072,0.882,0.026,0.642,30.5537,GM
10/30/2015,0.07,0.882,0.032,0.64,30.6944,GM
11/2/2015,0.07,0.882,0.032,0.64,31.2747,GM
11/3/2015,0.068,0.884,0.032,0.64,31.4593,GM
11/4/2015,0.07,0.886,0.032,0.64,31.1428,GM
11/5/2015,0.068,0.886,0.032,0.64,31.1604,GM
11/6/2015,0.066,0.888,0.032,0.64,31.433,GM
11/9/2015,0.066,0.89,0.036,0.64,31.3626,GM
11/10/2015,0.064,0.886,0.036,0.638,31.3187,GM
11/11/2015,0.066,0.884,0.038,0.638,31.2571,GM
11/12/2015,0.064,0.882,0.036,0.636,30.8527,GM
11/13/2015,0.066,0.884,0.036,0.638,30.1669,GM
11/16/2015,0.066,0.884,0.036,0.638,30.923,GM
11/17/2015,0.064,0.884,0.036,0.638,30.9582,GM
11/18/2015,0.064,0.886,0.036,0.638,32.0572,GM
11/19/2015,0.064,0.886,0.046,0.634,31.7759,GM
11/20/2015,0.064,0.886,0.044,0.636,31.9517,GM
11/23/2015,0.064,0.888,0.044,0.636,31.7231,GM
11/24/2015,0.064,0.888,0.042,0.636,31.8462,GM
11/25/2015,0.064,0.888,0.044,0.636,31.9517,GM
11/26/2015,0.064,0.888,0.048,0.636,31.9517,GM
11/27/2015,0.064,0.888,0.052,0.634,31.9781,GM
